animal,animal_num,data,maxD
CX14887_wt 2/091421_CX14887_1.14uMDiacetyl_Desensitization_Animal_1/091421_CX14887_1.14uMDiacetyl_Desensitization_Animal_1_ImageJ_data.csv,1,,0.4603910504591729
CX14887_wt 2/091421_CX14887_1.14uMDiacetyl_Desensitization_Animal_10/091421_CX14887_1.14uMDiacetyl_Desensitization_Animal_10_ImageJ_data.csv,2,,0.1805589424763401
CX14887_wt 2/091421_CX14887_1.14uMDiacetyl_Desensitization_Animal_11/091421_CX14887_1.14uMDiacetyl_Desensitization_Animal_11_ImageJ_data.csv,3,,0.40508621933401384
CX14887_wt 2/091421_CX14887_1.14uMDiacetyl_Desensitization_Animal_2/091421_CX14887_1.14uMDiacetyl_Desensitization_Animal_2_ImageJ_data.csv,4,,0.2282310833788787
CX14887_wt 2/091421_CX14887_1.14uMDiacetyl_Desensitization_Animal_3/091421_CX14887_1.14uMDiacetyl_Desensitization_Animal_3_ImageJ_data.csv,5,,0.2341295381383411
CX14887_wt 2/091421_CX14887_1.14uMDiacetyl_Desensitization_Animal_4/091421_CX14887_1.14uMDiacetyl_Desensitization_Animal_4_ImageJ_data.csv,6,,0.42612636378593316
CX14887_wt 2/091421_CX14887_1.14uMDiacetyl_Desensitization_Animal_5/091421_CX14887_1.14uMDiacetyl_Desensitization_Animal_5_ImageJ_data.csv,7,,0.4848968981123424
CX14887_wt 2/091421_CX14887_1.14uMDiacetyl_Desensitization_Animal_6/091421_CX14887_1.14uMDiacetyl_Desensitization_Animal_6_ImageJ_data.csv,8,,0.3029993823987452
CX14887_wt 2/091421_CX14887_1.14uMDiacetyl_Desensitization_Animal_7/091421_CX14887_1.14uMDiacetyl_Desensitization_Animal_7_ImageJ_data.csv,9,,0.5140827026197801
CX14887_wt 2/091421_CX14887_1.14uMDiacetyl_Desensitization_Animal_8/091421_CX14887_1.14uMDiacetyl_Desensitization_Animal_8_ImageJ_data.csv,10,,0.4645527511418904
CX14887_wt 2/091421_CX14887_1.14uMDiacetyl_Desensitization_Animal_9/091421_CX14887_1.14uMDiacetyl_Desensitization_Animal_9_ImageJ_data.csv,11,,0.2031936194256929
CX14887_wt_3/112321_CX14887_1.14uMDiacetyl_Desensitization_Animal_1/112321_CX14887_1.14uMDiacetyl_Desensitization_Animal_1_ImageJ_data.csv,12,,0.3129990082649707
CX14887_wt_3/112321_CX14887_1.14uMDiacetyl_Desensitization_Animal_10/112321_CX14887_1.14uMDiacetyl_Desensitization_Animal_10_ImageJ_data.csv,13,,0.30463640734560293
CX14887_wt_3/112321_CX14887_1.14uMDiacetyl_Desensitization_Animal_11/112321_CX14887_1.14uMDiacetyl_Desensitization_Animal_11_ImageJ_data.csv,14,,0.3513182909868016
CX14887_wt_3/112321_CX14887_1.14uMDiacetyl_Desensitization_Animal_12/112321_CX14887_1.14uMDiacetyl_Desensitization_Animal_12_ImageJ_data.csv,15,,0.44350280821108123
CX14887_wt_3/112321_CX14887_1.14uMDiacetyl_Desensitization_Animal_13/112321_CX14887_1.14uMDiacetyl_Desensitization_Animal_13_ImageJ_data.csv,16,,0.6140983834279328
CX14887_wt_3/112321_CX14887_1.14uMDiacetyl_Desensitization_Animal_14/112321_CX14887_1.14uMDiacetyl_Desensitization_Animal_14_ImageJ_data.csv,17,,0.33624893533469125
CX14887_wt_3/112321_CX14887_1.14uMDiacetyl_Desensitization_Animal_15/112321_CX14887_1.14uMDiacetyl_Desensitization_Animal_15_ImageJ_data.csv,18,,0.5154455797845195
CX14887_wt_3/112321_CX14887_1.14uMDiacetyl_Desensitization_Animal_16/112321_CX14887_1.14uMDiacetyl_Desensitization_Animal_16_ImageJ_data.csv,19,,0.4219269177351684
CX14887_wt_3/112321_CX14887_1.14uMDiacetyl_Desensitization_Animal_17/112321_CX14887_1.14uMDiacetyl_Desensitization_Animal_17_ImageJ_data.csv,20,,0.32115484687950857
CX14887_wt_3/112321_CX14887_1.14uMDiacetyl_Desensitization_Animal_2/112321_CX14887_1.14uMDiacetyl_Desensitization_Animal_2_ImageJ_data.csv,21,,0.14370325036523296
CX14887_wt_3/112321_CX14887_1.14uMDiacetyl_Desensitization_Animal_3/112321_CX14887_1.14uMDiacetyl_Desensitization_Animal_3_ImageJ_data.csv,22,,0.8553143492694861
CX14887_wt_3/112321_CX14887_1.14uMDiacetyl_Desensitization_Animal_4/112321_CX14887_1.14uMDiacetyl_Desensitization_Animal_4_ImageJ_data.csv,23,,0.513242475025748
CX14887_wt_3/112321_CX14887_1.14uMDiacetyl_Desensitization_Animal_5/112321_CX14887_1.14uMDiacetyl_Desensitization_Animal_5_ImageJ_data.csv,24,,0.7587477302960862
CX14887_wt_3/112321_CX14887_1.14uMDiacetyl_Desensitization_Animal_6/112321_CX14887_1.14uMDiacetyl_Desensitization_Animal_6_ImageJ_data.csv,25,,0.72256795960490094
CX14887_wt_3/112321_CX14887_1.14uMDiacetyl_Desensitization_Animal_7/112321_CX14887_1.14uMDiacetyl_Desensitization_Animal_7_ImageJ_data.csv,26,,0.14342493233946432
CX14887_wt_3/112321_CX14887_1.14uMDiacetyl_Desensitization_Animal_8/112321_CX14887_1.14uMDiacetyl_Desensitization_Animal_8_ImageJ_data.csv,27,,0.2832244136282647
CX14887_wt/092421_CX14887_1.14uMDiacetyl_Desensitization_Animal_1/092421_CX14887_1.14uMDiacetyl_Desensitization_Animal_1_ImageJ_data.csv,28,,0.30655001120916736
CX14887_wt/092421_CX14887_1.14uMDiacetyl_Desensitization_Animal_10/092421_CX14887_1.14uMDiacetyl_Desensitization_Animal_10_ImageJ_data.csv,29,,0.4151086186962218
CX14887_wt/092421_CX14887_1.14uMDiacetyl_Desensitization_Animal_11/092421_CX14887_1.14uMDiacetyl_Desensitization_Animal_11_ImageJ_data.csv,30,,0.4890801155611024
CX14887_wt/092421_CX14887_1.14uMDiacetyl_Desensitization_Animal_12/092421_CX14887_1.14uMDiacetyl_Desensitization_Animal_12_ImageJ_data.csv,31,,1.7051124028164113
CX14887_wt/092421_CX14887_1.14uMDiacetyl_Desensitization_Animal_13/092421_CX14887_1.14uMDiacetyl_Desensitization_Animal_13_ImageJ_data.csv,32,,0.5339835821439418
CX14887_wt/092421_CX14887_1.14uMDiacetyl_Desensitization_Animal_14/092421_CX14887_1.14uMDiacetyl_Desensitization_Animal_14_ImageJ_data.csv,33,,0.38258992919787566
CX14887_wt/092421_CX14887_1.14uMDiacetyl_Desensitization_Animal_15/092421_CX14887_1.14uMDiacetyl_Desensitization_Animal_15_ImageJ_data.csv,34,,1.502362465818636
CX14887_wt/092421_CX14887_1.14uMDiacetyl_Desensitization_Animal_16/092421_CX14887_1.14uMDiacetyl_Desensitization_Animal_16_ImageJ_data.csv,35,,0.30236008982360657
CX14887_wt/092421_CX14887_1.14uMDiacetyl_Desensitization_Animal_17/092421_CX14887_1.14uMDiacetyl_Desensitization_Animal_17_ImageJ_data.csv,36,,0.415705576327021
CX14887_wt/092421_CX14887_1.14uMDiacetyl_Desensitization_Animal_18/092421_CX14887_1.14uMDiacetyl_Desensitization_Animal_18_ImageJ_data.csv,37,,0.24756787204813388
CX14887_wt/092421_CX14887_1.14uMDiacetyl_Desensitization_Animal_19/092421_CX14887_1.14uMDiacetyl_Desensitization_Animal_19_ImageJ_data.csv,38,,0.02825072177966687
CX14887_wt/092421_CX14887_1.14uMDiacetyl_Desensitization_Animal_2/092421_CX14887_1.14uMDiacetyl_Desensitization_Animal_2_ImageJ_data.csv,39,,0.22133634148040932
CX14887_wt/092421_CX14887_1.14uMDiacetyl_Desensitization_Animal_20/092421_CX14887_1.14uMDiacetyl_Desensitization_Animal_20_ImageJ_data.csv,40,,0.44314848279575014
CX14887_wt/092421_CX14887_1.14uMDiacetyl_Desensitization_Animal_3/092421_CX14887_1.14uMDiacetyl_Desensitization_Animal_3_ImageJ_data.csv,41,,0.33793064836503856
CX14887_wt/092421_CX14887_1.14uMDiacetyl_Desensitization_Animal_4/092421_CX14887_1.14uMDiacetyl_Desensitization_Animal_4_ImageJ_data.csv,42,,0.5784742852922676
CX14887_wt/092421_CX14887_1.14uMDiacetyl_Desensitization_Animal_5/092421_CX14887_1.14uMDiacetyl_Desensitization_Animal_5_ImageJ_data.csv,43,,0.36977038885543506
CX14887_wt/092421_CX14887_1.14uMDiacetyl_Desensitization_Animal_6/092421_CX14887_1.14uMDiacetyl_Desensitization_Animal_6_ImageJ_data.csv,44,,0.18036678956926883
CX14887_wt/092421_CX14887_1.14uMDiacetyl_Desensitization_Animal_7/092421_CX14887_1.14uMDiacetyl_Desensitization_Animal_7_ImageJ_data.csv,45,,0.5726966237870609
CX14887_wt/092421_CX14887_1.14uMDiacetyl_Desensitization_Animal_8/092421_CX14887_1.14uMDiacetyl_Desensitization_Animal_8_ImageJ_data.csv,46,,0.33907050302771696
AP308_apEx63/091421_AP308_1.14uMDiacetyl_Desensitization_Animal_1/091421_AP308_1.14uMDiacetyl_Desensitization_Animal_1_ImageJ_data.csv,1,,1.2950570139484026
AP308_apEx63/091421_AP308_1.14uMDiacetyl_Desensitization_Animal_10/091421_AP308_1.14uMDiacetyl_Desensitization_Animal_10_ImageJ_data.csv,2,,0.5837880130067199
AP308_apEx63/091421_AP308_1.14uMDiacetyl_Desensitization_Animal_11/091421_AP308_1.14uMDiacetyl_Desensitization_Animal_11_ImageJ_data.csv,3,,0.4375551587593909
AP308_apEx63/091421_AP308_1.14uMDiacetyl_Desensitization_Animal_2/091421_AP308_1.14uMDiacetyl_Desensitization_Animal_2_ImageJ_data.csv,4,,0.28241779341565615
AP308_apEx63/091421_AP308_1.14uMDiacetyl_Desensitization_Animal_3/091421_AP308_1.14uMDiacetyl_Desensitization_Animal_3_ImageJ_data.csv,5,,0.6930528325972829
AP308_apEx63/091421_AP308_1.14uMDiacetyl_Desensitization_Animal_4/091421_AP308_1.14uMDiacetyl_Desensitization_Animal_4_ImageJ_data.csv,6,,0.37150756415263814
AP308_apEx63/091421_AP308_1.14uMDiacetyl_Desensitization_Animal_5/091421_AP308_1.14uMDiacetyl_Desensitization_Animal_5_ImageJ_data.csv,7,,0.39192214896420746
AP308_apEx63/091421_AP308_1.14uMDiacetyl_Desensitization_Animal_6/091421_AP308_1.14uMDiacetyl_Desensitization_Animal_6_ImageJ_data.csv,8,,1.0077262271695595
AP308_apEx63/091421_AP308_1.14uMDiacetyl_Desensitization_Animal_7/091421_AP308_1.14uMDiacetyl_Desensitization_Animal_7_ImageJ_data.csv,9,,0.32029512658533055
AP308_apEx63/091421_AP308_1.14uMDiacetyl_Desensitization_Animal_8/091421_AP308_1.14uMDiacetyl_Desensitization_Animal_8_ImageJ_data.csv,10,,1.280988027715898
AP308_apEx63/091421_AP308_1.14uMDiacetyl_Desensitization_Animal_9/091421_AP308_1.14uMDiacetyl_Desensitization_Animal_9_ImageJ_data.csv,11,,0.36742396615079354
AP308_ODR10OX/092421_AP308_1.14uMDiacetyl_Desensitization_Animal_1/092421_AP308_1.14uMDiacetyl_Desensitization_Animal_1_ImageJ_data.csv,12,,0.6769450149599358
AP308_ODR10OX/092421_AP308_1.14uMDiacetyl_Desensitization_Animal_10/092421_AP308_1.14uMDiacetyl_Desensitization_Animal_10_ImageJ_data.csv,13,,0.8056767840561568
AP308_ODR10OX/092421_AP308_1.14uMDiacetyl_Desensitization_Animal_11/092421_AP308_1.14uMDiacetyl_Desensitization_Animal_11_ImageJ_data.csv,14,,0.6122553370501874
AP308_ODR10OX/092421_AP308_1.14uMDiacetyl_Desensitization_Animal_12/092421_AP308_1.14uMDiacetyl_Desensitization_Animal_12_ImageJ_data.csv,15,,0.6914718775624573
AP308_ODR10OX/092421_AP308_1.14uMDiacetyl_Desensitization_Animal_13/092421_AP308_1.14uMDiacetyl_Desensitization_Animal_13_ImageJ_data.csv,16,,0.8310269740436375
AP308_ODR10OX/092421_AP308_1.14uMDiacetyl_Desensitization_Animal_14/092421_AP308_1.14uMDiacetyl_Desensitization_Animal_14_ImageJ_data.csv,17,,0.9816282094915247
AP308_ODR10OX/092421_AP308_1.14uMDiacetyl_Desensitization_Animal_15/092421_AP308_1.14uMDiacetyl_Desensitization_Animal_15_ImageJ_data.csv,18,,1.4442910996095981
AP308_ODR10OX/092421_AP308_1.14uMDiacetyl_Desensitization_Animal_16/092421_AP308_1.14uMDiacetyl_Desensitization_Animal_16_ImageJ_data.csv,19,,0.36178159746185956
AP308_ODR10OX/092421_AP308_1.14uMDiacetyl_Desensitization_Animal_17/092421_AP308_1.14uMDiacetyl_Desensitization_Animal_17_ImageJ_data.csv,20,,0.5514192285841598
AP308_ODR10OX/092421_AP308_1.14uMDiacetyl_Desensitization_Animal_18/092421_AP308_1.14uMDiacetyl_Desensitization_Animal_18_ImageJ_data.csv,21,,0.38683650124005686
AP308_ODR10OX/092421_AP308_1.14uMDiacetyl_Desensitization_Animal_19/092421_AP308_1.14uMDiacetyl_Desensitization_Animal_19_ImageJ_data.csv,22,,1.1429375212194939
AP308_ODR10OX/092421_AP308_1.14uMDiacetyl_Desensitization_Animal_2/092421_AP308_1.14uMDiacetyl_Desensitization_Animal_2_ImageJ_data.csv,23,,0.27103474690051965
AP308_ODR10OX/092421_AP308_1.14uMDiacetyl_Desensitization_Animal_3/092421_AP308_1.14uMDiacetyl_Desensitization_Animal_3_ImageJ_data.csv,24,,0.5965732629779451
AP308_ODR10OX/092421_AP308_1.14uMDiacetyl_Desensitization_Animal_4/092421_AP308_1.14uMDiacetyl_Desensitization_Animal_4_ImageJ_data.csv,25,,0.566276350607273
AP308_ODR10OX/092421_AP308_1.14uMDiacetyl_Desensitization_Animal_5/092421_AP308_1.14uMDiacetyl_Desensitization_Animal_5_ImageJ_data.csv,26,,0.24334878393328518
AP308_ODR10OX/092421_AP308_1.14uMDiacetyl_Desensitization_Animal_6/092421_AP308_1.14uMDiacetyl_Desensitization_Animal_6_ImageJ_data.csv,27,,0.3744124244295876
AP308_ODR10OX/092421_AP308_1.14uMDiacetyl_Desensitization_Animal_7/092421_AP308_1.14uMDiacetyl_Desensitization_Animal_7_ImageJ_data.csv,28,,0.441108252289326
AP308_ODR10OX/092421_AP308_1.14uMDiacetyl_Desensitization_Animal_8/092421_AP308_1.14uMDiacetyl_Desensitization_Animal_8_ImageJ_data.csv,29,,0.5613757669720629
AP308_ODR10OX/092421_AP308_1.14uMDiacetyl_Desensitization_Animal_9/092421_AP308_1.14uMDiacetyl_Desensitization_Animal_9_ImageJ_data.csv,30,,0.2626406049280697
